customer_id,month,delinquency_months,amount_at_risk,paid_last_month,credit_limit,age,recovered
9661,2,2,27936,2600,30000,35,0
9662,2,2,21261,0,30000,36,0
9668,2,2,16418,610,20000,48,1
9672,2,7,2400,0,170000,48,0
9677,2,2,50360,1100,60000,29,0
9692,2,2,78,0,130000,29,0
9695,2,2,19111,0,20000,23,0
9697,2,2,17622,2000,50000,34,0
9700,2,2,127534,5000,130000,27,0
9707,2,2,47759,0,100000,46,0
9715,2,2,9264,900,10000,24,1
9731,2,2,20409,900,20000,22,0
9732,2,2,163617,14,160000,25,0
9750,2,2,29256,1080,50000,60,0
9756,2,2,55932,0,140000,31,1
9762,2,7,377145,0,360000,33,0
9765,2,2,30134,2600,50000,50,0
9782,2,2,24627,0,30000,34,0
9795,2,2,13042,0,30000,24,0
9803,2,2,19509,1600,20000,22,1
9812,2,2,78730,3000,90000,49,0
9816,2,2,48286,2000,50000,35,0
9821,2,2,25938,6500,20000,26,0
9822,2,2,9599,5000,20000,23,0
9833,2,2,22915,1000,100000,67,0
9839,2,2,105272,3000,150000,29,0
9843,2,2,30107,900,30000,25,0
9858,2,2,30432,0,70000,50,0
9871,2,2,600,0,110000,37,0
9881,2,2,168487,7000,180000,23,0
9883,2,2,28346,2001,70000,47,1
9893,2,2,143848,5600,150000,25,0
9903,2,4,600,0,60000,25,0
9910,2,2,44644,0,50000,44,0
9921,2,3,189225,7269,200000,34,0
9928,2,2,154,1626,300000,38,1
9933,2,2,7013,500,20000,22,0
9941,2,2,2457,2500,160000,51,1
9945,2,2,33247,1546,20000,33,1
9950,2,2,17018,0,30000,25,0
9953,2,2,17672,0,20000,37,0
9958,2,2,33808,0,30000,33,1
9968,2,2,22217,2000,30000,24,1
9980,2,5,32960,0,30000,38,0
10062,2,2,24663,887,50000,61,1
10089,2,2,67132,1866,70000,47,0
10096,2,2,150,1150,30000,26,0
10098,2,2,87914,3700,90000,33,1
10106,2,2,8995,0,10000,23,0
10116,2,2,6182,0,10000,24,0
10121,2,2,59255,0,150000,48,0
10122,2,2,67626,2700,80000,26,1
10125,2,2,9199,471,20000,38,0
10129,2,2,68904,2700,130000,37,0
10139,2,2,30609,0,140000,34,0
10143,2,2,51286,4800,400000,39,0
10148,2,2,12418,500,20000,35,1
10152,2,3,60501,2400,60000,48,0
10156,2,2,8634,948,10000,22,1
10195,2,4,9269,0,10000,46,0
10197,2,2,29684,0,50000,41,0
10211,2,2,25967,1400,90000,31,1
10231,2,2,138771,4800,140000,38,0
10238,2,2,62444,6000,140000,41,0
10241,2,2,4845,2000,20000,28,0
10265,2,3,19696,408,20000,47,1
10279,2,2,18399,2000,50000,33,0
10317,2,2,17517,0,20000,23,0
10329,2,2,36303,8000,110000,32,1
10338,2,2,19294,1000,20000,47,0
10339,2,2,20217,3000,200000,32,0
10354,2,2,11809,1015,20000,43,1
10355,2,2,19102,700,30000,25,0
10357,2,2,25776,0,30000,48,0
10360,2,2,4610,0,40000,37,1
10364,2,2,50496,2000,80000,28,1
10390,2,4,1650,0,20000,25,0
10391,2,2,95464,6100,200000,49,0
10403,2,2,5951,400,10000,26,0
10405,2,2,51884,0,210000,30,1
10410,2,2,37167,4600,140000,27,1
10411,2,2,22057,1500,50000,32,0
10420,2,2,13344,1000,30000,38,0
10425,2,3,88800,3500,140000,32,0
10457,2,2,74645,0,80000,50,1
10460,2,2,45377,3800,50000,48,0
10461,2,2,45832,8810,150000,34,0
10468,2,2,102220,7500,110000,24,0
10473,2,2,29579,20000,220000,41,1
10498,2,2,15737,0,30000,43,0
10507,2,2,18377,0,20000,22,0
10522,2,2,54601,2000,100000,51,0
10534,2,2,4579,0,10000,52,0
10537,2,2,1126,0,30000,25,0
10540,2,2,187000,14004,220000,47,0
10544,2,2,24743,918,50000,39,0
10547,2,2,28420,1498,30000,56,0
10548,2,2,8073,700,80000,25,0
10554,2,2,120259,4355,130000,30,1
10565,2,2,67551,5000,80000,34,1
10576,2,2,88859,3400,100000,31,0
10587,2,2,71557,2804,120000,53,1
10594,2,2,14779,1000,20000,31,1
10598,2,2,72759,2700,100000,30,0
10601,2,2,31,1900,180000,51,0
10624,2,2,8033,1000,50000,27,1
10629,2,2,150,2500,260000,52,0
10656,2,2,189,1459,240000,38,1
10664,2,2,44067,1738,50000,36,1
10698,2,2,4795,4115,280000,57,1
10702,2,2,28758,2000,50000,31,0
10704,2,2,14871,1000,20000,23,1
10714,2,2,18443,365,70000,23,1
10729,2,2,119915,4605,130000,47,0
10745,2,2,2482,0,280000,45,0
10759,2,2,46611,1800,70000,51,0
10771,2,2,19576,4532,50000,22,1
10774,2,2,8334,459,50000,22,1
10776,2,2,69887,0,100000,39,0
10785,2,2,57303,2300,80000,33,0
10794,2,2,90571,6000,210000,30,1
10802,2,7,2400,0,50000,36,0
10804,2,2,72744,2500,100000,41,0
10816,2,2,8949,480,10000,24,0
10823,2,2,99155,3500,140000,27,0
10839,2,2,119696,0,140000,28,0
10854,2,2,78273,2898,120000,28,1
10862,2,4,600,0,110000,29,0
10871,2,2,60554,2500,80000,37,0
10879,2,2,26597,1500,30000,25,0
10908,2,2,21585,0,150000,30,0
10913,2,2,5863,0,10000,40,0
10918,2,3,102549,0,200000,54,0
10937,2,2,108476,11,180000,29,0
10964,2,2,24380,2200,60000,28,0
10974,2,2,47846,1787,80000,48,1
10975,2,2,25375,1100,30000,29,0
10980,2,2,12790,2000,50000,44,0
10983,2,2,2500,0,300000,59,0
10995,2,2,207759,8000,230000,32,0
11009,2,2,14299,0,70000,40,0
11031,2,2,19118,1000,20000,24,0
11041,2,2,27969,1000,400000,32,0
11044,2,2,116959,0,120000,34,0
11050,2,2,78470,4000,90000,33,0
11060,2,2,111673,4014,320000,32,0
11075,2,2,2500,0,260000,43,0
11105,2,2,28747,1300,30000,23,0
11117,2,2,59619,2007,100000,42,0
11128,2,2,1712,2523,80000,45,1
11152,2,2,10348,0,10000,58,0
11172,2,2,48772,2200,70000,37,1
11187,2,2,34000,1500,180000,30,1
11191,2,2,11780,3000,50000,34,1
11205,2,2,30897,0,50000,40,0
11207,2,7,2443,0,200000,28,0
11217,2,2,20101,1000,50000,24,1
11218,2,3,1479,0,30000,31,0
11226,2,2,11645,0,10000,23,0
11243,2,2,149199,5400,150000,26,0
11244,2,2,30363,0,30000,23,0
11264,2,2,5353,173,130000,25,0
11266,2,2,28895,1000,100000,31,0
11267,2,2,18611,800,70000,34,0
11284,2,2,27185,2200,30000,25,0
11300,2,2,88806,0,260000,41,1
11303,2,2,81845,0,80000,34,0
11343,2,2,17857,1320,20000,41,0
11357,2,2,13911,0,30000,43,0
11405,2,2,37580,2000,40000,24,1
11409,2,3,188156,0,240000,48,0
11425,2,2,37160,3081,40000,39,0
11436,2,2,8350,1000,20000,23,0
11437,2,2,150,2500,200000,43,0
11445,2,2,26644,0,20000,27,1
11452,2,2,29191,7000,50000,47,0
11473,2,2,17613,1200,20000,29,0
11478,2,2,9281,400,50000,28,0
11485,2,2,27871,1742,30000,23,0
11498,2,1,307354,100,250000,42,0
11511,2,4,1650,0,20000,63,0
11517,2,2,81380,3800,100000,35,0
11528,2,2,13507,2000,80000,38,1
11555,2,5,153075,0,150000,42,0
11559,2,2,14968,1300,30000,35,0
11560,2,2,194817,5307,240000,28,0
11578,2,2,24210,2287,100000,33,0
11585,2,2,168094,5500,170000,30,0
11590,2,2,20186,0,30000,26,0
11591,2,2,126342,6000,140000,34,1
11617,2,2,28325,600,30000,52,0
11618,2,2,108350,8007,110000,32,1
11623,2,2,30072,0,90000,25,1
11626,2,2,13994,600,140000,28,0
11644,2,2,5092,1000,80000,34,0
11662,2,2,18503,1900,30000,23,1
11664,2,2,29289,0,50000,27,0
11672,2,3,48940,0,110000,56,0
11682,2,2,93528,6050,100000,29,0
11702,2,2,49723,4500,130000,24,0
11706,2,3,1050,0,20000,25,0
11709,2,2,18983,0,20000,25,0
11713,2,2,122443,0,120000,47,0
11717,2,2,59227,0,100000,34,0
11720,2,2,47378,0,70000,29,0
11735,2,2,59415,387,180000,28,0
11740,2,2,5000,0,300000,47,0
11744,2,2,9522,0,70000,31,0
11749,2,2,49091,2000,100000,34,0
11750,2,2,50901,1890,50000,45,0
11785,2,2,8455,2000,10000,23,0
11814,2,3,48571,0,120000,34,0
11818,2,2,30892,0,30000,23,0
11825,2,2,12393,1000,20000,56,0
11828,2,2,48439,1900,50000,30,0
11830,2,2,15985,2300,30000,24,0
11831,2,2,12578,1600,60000,35,1
11838,2,3,30136,0,30000,29,0
11845,2,6,1800,0,30000,24,0
11855,2,2,35888,0,70000,27,0
11874,2,3,91151,0,100000,29,0
11893,2,2,503,0,260000,37,1
11903,2,2,2825,0,20000,28,0
11908,2,2,19950,2000,130000,43,0
11930,2,2,15123,0,20000,32,1
11947,2,2,30207,2640,30000,25,1
11976,2,2,10586,10000,70000,25,1
11978,2,2,215692,0,280000,30,0
11988,2,3,1050,0,20000,36,0
11994,2,2,32592,1500,100000,28,1
11995,2,3,26708,0,30000,22,1
12011,2,2,87961,0,90000,39,0
12016,2,2,81702,3000,100000,36,0
12018,2,2,15410,900,50000,47,1
12019,2,2,2500,0,260000,64,0
12022,2,2,2705,1411,80000,52,0
12028,2,2,21851,10000,460000,39,1
12036,2,7,2646,0,30000,44,0
12042,2,2,28241,1300,120000,44,0
12052,2,2,20455,0,50000,26,0
12067,2,2,56814,2300,70000,53,0
12079,2,2,21542,3000,30000,46,0
12090,2,2,93715,5400,160000,32,0
12094,2,2,27982,0,70000,43,0
12101,2,2,42148,3200,120000,41,0
12121,2,2,189717,9000,150000,27,0
12122,2,3,38797,0,40000,27,0
12145,2,2,14590,0,190000,32,0
12150,2,2,34943,1300,300000,42,0
12155,2,2,46045,1666,70000,35,0
12158,2,2,39526,3000,130000,33,0
12163,2,2,58127,2300,120000,31,0
12164,2,2,46886,2000,50000,42,0
12177,2,2,48326,0,50000,53,0
12192,2,4,420,0,10000,55,0
12197,2,2,18013,0,20000,35,0
12202,2,2,24848,2000,50000,25,0
12207,2,5,21988,0,30000,36,0
12217,2,2,189806,14500,280000,39,0
12231,2,2,23026,5335,30000,37,1
12238,2,2,37718,1601,50000,30,0
12241,2,2,261312,8303,320000,50,1
12261,2,3,40299,0,90000,23,0
12279,2,2,10085,0,20000,47,0
12281,2,2,12919,0,100000,36,0
12287,2,2,67687,0,60000,36,0
12302,2,2,44995,1800,50000,45,0
12308,2,2,315502,0,320000,40,0
12322,2,2,116289,0,200000,26,1
12345,2,3,18390,0,30000,53,0
12347,2,2,168592,6000,190000,28,0
12362,2,2,94216,7400,100000,26,0
12363,2,2,45795,0,50000,32,0
12370,2,2,19554,683,20000,42,0
12372,2,2,23396,0,40000,28,0
12373,2,2,78883,2900,240000,55,1
12387,2,2,9689,363,10000,39,1
12388,2,2,30670,1100,70000,42,0
12391,2,2,73678,4874,150000,32,0
12393,2,2,28100,1200,30000,47,0
12395,2,2,17354,0,20000,45,0
12407,2,2,134773,10500,160000,33,0
12417,2,2,11480,0,60000,27,0
12424,2,2,81319,0,110000,25,0
12431,2,4,1650,0,20000,24,0
12433,2,4,1650,0,20000,24,0
12451,2,2,35326,0,40000,24,1
12482,2,2,49683,0,80000,26,0
12497,2,2,411,0,60000,31,0
12498,2,2,155355,10000,200000,34,1
12501,2,2,32255,1300,70000,38,0
12503,2,2,61034,39,400000,27,0
12508,2,2,55735,2000,80000,24,1
12512,2,2,8433,408,150000,23,1
12520,2,2,96975,5450,100000,27,0
12523,2,2,29542,1445,20000,48,0
12533,2,2,32455,628,50000,29,0
12536,2,2,9790,1000,20000,28,1
12547,2,2,52966,0,90000,27,0
12589,2,2,32859,1112,30000,44,0
12593,2,2,26547,2000,70000,27,0
12623,2,2,149758,0,170000,37,1
12674,2,2,294527,19000,430000,42,0
12677,2,2,27381,2500,200000,36,1
12686,2,2,87817,3499,130000,52,0
12716,2,2,200988,20000,250000,35,0
12724,2,2,64440,2500,70000,27,0
12732,2,2,76790,3001,130000,36,0
12733,2,2,18438,0,70000,34,0
12746,2,4,40806,1500,50000,52,0
12761,2,2,50588,0,50000,30,0
12773,2,2,4152,0,70000,36,0
12775,2,2,22215,0,20000,23,0
12803,2,2,133107,15000,260000,53,0
12811,2,2,29561,0,50000,25,0
12812,2,5,71105,0,100000,54,1
12813,2,2,127571,900,130000,29,0
12819,2,2,28633,0,70000,25,1
12820,2,2,39618,0,50000,47,0
12823,2,2,141215,5507,140000,50,0
12825,2,7,2400,0,50000,36,0
12832,2,2,7192,1000,20000,24,1
12835,2,2,12156,9000,40000,26,0
12846,2,2,93965,0,90000,42,0
12877,2,5,22520,0,20000,28,0
12909,2,2,121795,0,120000,37,0
12913,2,2,48027,1751,50000,29,0
12931,2,2,32152,3200,50000,24,0
12937,2,2,209612,13000,220000,32,0
12947,2,2,129307,4012,140000,34,0
12953,2,2,33527,0,40000,23,0
12956,2,2,2500,0,280000,62,0
12967,2,4,384981,106,400000,40,0
12973,2,2,19836,900,30000,27,0
12980,2,2,68248,1800,70000,31,1
12991,2,2,60353,0,60000,36,0
12993,2,2,14480,1000,20000,22,0
12998,2,2,200,0,50000,30,0
13021,2,2,18542,1882,20000,56,0
13054,2,2,279146,10023,290000,40,1
13056,2,2,236309,9000,230000,29,0
13059,2,2,29737,0,50000,26,1
13068,2,2,27764,2000,50000,30,1
13084,2,2,10906,1000,20000,35,0
13101,2,2,6515,1500,60000,35,0
13152,2,2,142714,12000,180000,34,0
13189,2,2,57428,1900,300000,36,0
13210,2,2,9378,730,10000,24,1
13212,2,2,28712,1210,30000,23,0
13219,2,2,5277,600,20000,23,1
13222,2,2,44553,2000,50000,24,0
13232,2,7,2400,0,20000,23,0
13255,2,5,13369,0,20000,25,0
13259,2,2,191363,0,200000,55,0
13262,2,5,65016,0,60000,60,0
13263,2,2,29633,2400,40000,24,1
13290,2,2,201634,7500,230000,34,0
13291,2,2,9852,876,20000,41,1
13292,2,2,45527,4100,50000,22,0
13298,2,2,52584,2000,80000,36,0
13301,2,2,52684,0,100000,41,0
13314,2,2,27291,2123,30000,26,0
13341,2,2,291422,0,350000,47,0
13354,2,2,16183,2000,140000,29,1
13365,2,2,49672,2500,110000,23,1
13370,2,2,129369,0,150000,31,0
13397,2,2,12751,443,360000,32,1
13401,2,2,49231,1900,50000,32,0
13407,2,7,2400,0,10000,23,0
13418,2,2,15335,1400,50000,32,0
13422,2,2,74611,5900,100000,29,0
13425,2,2,125183,4230,70000,42,0
13441,2,2,36266,1350,40000,23,0
13445,2,2,220977,7700,320000,48,0
13466,2,2,31734,3000,140000,26,1
13468,2,2,7277,3000,230000,28,1
13469,2,2,12829,3000,100000,36,1
13479,2,2,17182,1000,30000,43,0
13480,2,2,175283,6500,390000,41,0
13489,2,2,63519,2000,80000,26,0
13501,2,2,47053,2000,140000,36,0
13529,2,2,16859,0,20000,31,0
13532,2,2,111037,3000,260000,39,1
13542,2,2,28761,1000,50000,49,1
13562,2,2,313988,23800,320000,46,0
13571,2,2,882,182,20000,45,1
13576,2,2,10433,400,40000,26,0
13598,2,2,9519,1000,30000,25,1
13606,2,2,35433,1500,50000,27,0
13620,2,2,51520,1800,80000,25,0
13624,2,3,3597,0,10000,23,0
13628,2,2,28933,880,30000,25,0
13636,2,5,22583,0,20000,36,0
13654,2,2,30949,1224,50000,36,0
13656,2,2,18134,0,30000,29,0
13675,2,2,14068,900,30000,35,0
13680,2,2,42048,0,60000,28,0
13696,2,3,20510,0,20000,29,0
13697,2,2,29454,2787,30000,49,0
13712,2,2,2500,0,200000,30,0
13713,2,5,19434,0,20000,40,0
13715,2,2,13055,1000,30000,54,0
13718,2,2,58957,2500,70000,30,0
13720,2,3,29048,1600,30000,27,0
13736,2,2,31239,1200,70000,36,1
13737,2,2,29383,0,30000,27,0
13739,2,2,27170,2500,30000,22,0
13740,2,7,2400,0,40000,43,0
13744,2,2,2497,0,260000,29,0
13745,2,2,30090,5000,100000,58,0
13779,2,2,25714,1200,30000,25,0
13781,2,2,10313,0,20000,34,1
13784,2,2,7720,778,10000,22,0
13786,2,2,34539,1400,240000,35,0
13790,2,2,5315,1000,50000,35,1
13792,2,2,14174,526,20000,22,0
13798,2,2,31976,1030,30000,33,0
13800,2,2,9282,1000,20000,24,1
13808,2,2,46730,1590,50000,26,0
13810,2,2,15173,1000,20000,23,0
13811,2,2,12595,2000,40000,47,0
13817,2,2,13656,3500,50000,23,0
13845,2,2,29687,1626,30000,25,1
13865,2,2,14883,850,20000,44,0
13877,2,2,8126,1000,10000,45,0
13898,2,2,48457,0,80000,54,0
13902,2,2,22949,0,40000,26,0
13905,2,2,28568,700,50000,26,0
13909,2,2,165604,6200,180000,28,0
13933,2,2,16134,1503,50000,27,0
13945,2,3,78800,0,90000,32,0
13950,2,2,10160,357,10000,30,0
13952,2,2,131858,0,130000,34,0
13957,2,2,13371,1500,70000,46,1
13958,2,2,15529,1400,20000,33,0
13961,2,2,92542,5550,120000,38,0
13967,2,7,2400,0,40000,55,0
13971,2,2,44800,1,50000,23,1
13988,2,2,48194,3000,50000,63,0
13992,2,2,203018,0,230000,46,0
13998,2,3,83772,1500,90000,31,0
14013,2,2,18035,1000,50000,39,1
14018,2,2,31208,0,50000,45,0
14022,2,2,32010,3000,200000,40,1
14026,2,2,45402,4000,50000,31,1
14031,2,2,47994,1500,50000,31,1
14043,2,2,25691,10000,110000,27,1
14063,2,2,11912,2000,30000,26,0
14072,2,2,9209,6000,100000,24,1
14075,2,2,64767,2000,90000,28,0
14082,2,2,84457,3100,80000,41,0
14085,2,2,79781,3000,200000,36,0
14091,2,2,52932,6000,470000,46,1
14092,2,2,17852,672,50000,29,0
14097,2,2,15023,0,20000,61,0
14109,2,2,30885,0,60000,23,1
14111,2,2,16043,595,120000,28,0
14145,2,2,78070,3000,500000,28,1
14207,2,2,19328,679,50000,46,1
14217,2,2,69836,3000,70000,38,1
14221,2,2,45573,4000,70000,42,0
14226,2,3,1050,0,50000,29,0
14245,2,7,2400,0,10000,50,0
14247,2,2,69299,2500,100000,26,1
14259,2,2,7218,700,50000,27,0
14273,2,2,57619,500,60000,49,0
14279,2,2,25193,1100,50000,33,1
14281,2,2,135551,2600,140000,38,0
14295,2,4,1650,0,20000,24,0
14299,2,2,29383,4000,30000,37,1
14304,2,3,18472,0,20000,27,1
14315,2,2,51246,2000,80000,60,0
14328,2,2,14952,1272,20000,26,0
14330,2,2,1150,0,20000,25,0
14331,2,2,12453,0,150000,46,0
14341,2,2,22124,1000,30000,28,0
14346,2,2,27591,1068,30000,28,0
14368,2,2,95972,4000,100000,51,0
14372,2,2,33500,5000,20000,39,0
14375,2,2,48818,1700,160000,42,0
14377,2,2,24337,0,30000,47,0
14379,2,2,44891,3500,50000,26,1
14393,2,2,9155,0,80000,41,0
14397,2,2,38022,3000,420000,40,1
14411,2,3,5808,0,10000,24,0
14419,2,3,19933,0,20000,40,0
14420,2,3,2217,0,440000,45,1
14425,2,2,120763,0,210000,27,1
14429,2,3,1050,0,30000,25,0
14440,2,3,28652,6000,50000,31,0
14447,2,2,69484,0,80000,39,1
14454,2,2,11,0,330000,28,0
14468,2,4,27912,0,60000,37,0
14472,2,2,90593,0,110000,28,0
14479,2,2,27808,4000,30000,23,1
14486,2,2,18169,1807,90000,27,0
14500,2,3,47669,1500,60000,24,0
14501,2,2,219111,7,240000,29,0
14504,2,2,10199,284,50000,23,1
14542,2,2,50778,3130,50000,31,0
14543,2,2,31542,1300,50000,38,1
14563,2,2,48905,0,240000,39,0
14567,2,2,177340,6800,200000,50,0
14569,2,2,68909,5065,80000,34,0
14570,2,2,5970,3100,20000,61,0
14582,2,2,22145,0,130000,47,0
14589,2,3,176439,0,280000,50,0
14615,2,6,142,0,10000,29,0
14624,2,2,27446,2300,30000,23,0
14631,2,2,10227,0,10000,23,0
14634,2,2,51518,108,50000,25,0
14638,2,2,7773,700,10000,52,1
14650,2,2,172226,6600,200000,33,0
14653,2,2,16098,0,30000,25,0
14683,2,2,49296,2,50000,25,0
14692,2,2,13729,1200,20000,28,0
14693,2,2,64363,0,170000,34,0
14696,2,2,30467,0,30000,59,0
14707,2,2,36258,3000,100000,34,0
14708,2,2,22820,900,30000,30,0
14709,2,2,60424,2500,80000,37,0
14718,2,2,20774,888,50000,32,1
14723,2,2,44013,1900,80000,30,0
14727,2,2,235368,10035,290000,35,1
14729,2,2,65413,2300,110000,30,0
14750,2,2,9119,29047,340000,29,1
14794,2,4,7388,0,20000,25,0
14796,2,2,9943,1200,10000,31,1
14797,2,2,44520,3500,50000,43,0
14806,2,2,17735,2000,20000,24,0
14810,2,2,57174,5000,130000,45,1
14811,2,2,10647,0,250000,44,0
14861,2,2,79620,0,80000,34,0
14862,2,7,2550,0,30000,24,0
14881,2,2,115736,4000,120000,32,0
14882,2,2,42805,1510,50000,34,0
14884,2,2,14185,0,20000,26,0
14892,2,7,2550,0,50000,29,0
14894,2,2,24584,0,70000,32,0
14913,2,2,207,3,330000,42,0
14915,2,2,200,0,30000,26,0
14923,2,2,9585,1000,20000,25,0
14933,2,2,11884,1203,20000,26,0
14951,2,2,2487,0,250000,51,0
14955,2,2,17903,0,20000,40,0
14973,2,4,1182,0,150000,28,1
14974,2,7,2395,0,30000,55,0
14977,2,2,27158,2518,30000,58,0
14981,2,2,30127,1000,30000,23,0
15009,2,2,23491,0,30000,43,0
15011,2,2,81017,2926,370000,33,1
15014,2,2,15695,1400,20000,40,0
15017,2,2,30277,1100,30000,42,0
15019,2,2,38006,7000,50000,41,1
15021,2,2,12358,0,70000,45,0
15031,2,2,64644,1500,150000,46,0
15033,2,2,11180,0,20000,46,0
15034,2,2,119000,5000,180000,36,0
15035,2,2,49483,1000,50000,39,1
15038,2,2,79244,0,100000,35,1
15043,2,2,1156,1172,230000,39,1
15063,2,2,71680,2800,100000,35,0
15111,2,2,780,0,20000,50,0
15112,2,2,21215,2638,50000,50,0
15118,2,2,49162,1275,50000,48,0
15120,2,2,12241,0,20000,56,0
15127,2,2,144119,2000,160000,50,0
15134,2,2,243589,7046,240000,54,1
15139,2,7,2395,0,30000,55,0
15141,2,2,49949,10600,50000,55,1
15155,2,2,25760,165,30000,21,1
15160,2,2,65107,1170,70000,22,0
15173,2,2,29305,1174,30000,23,1
15185,2,2,18366,1000,20000,25,0
15186,2,2,8830,13,30000,25,0
15188,2,2,316,316,160000,24,1
15191,2,7,300,0,30000,24,0
15194,2,2,112299,4000,110000,24,0
15202,2,2,24693,1000,50000,23,0
15203,2,2,740,73758,130000,26,1
15206,2,2,3759,16,160000,29,1
15207,2,2,24726,875,70000,29,1
15208,2,2,8113,1000,60000,27,0
15210,2,2,68201,3850,70000,27,0
15212,2,2,4254,800,60000,28,1
15226,2,3,87282,3300,90000,40,0
15227,2,2,115029,4294,130000,44,0
15229,2,2,87577,7000,130000,29,0
15234,2,2,84528,5000,100000,38,1
15237,2,2,22335,0,30000,26,0
15245,2,2,33531,1500,80000,37,1
15252,2,2,4722,5000,180000,28,0
15280,2,2,13656,1000,20000,46,0
15288,2,2,5150,1056,20000,28,0
15290,2,2,780,0,130000,48,1
15296,2,2,10337,0,30000,41,0
15307,2,2,145,0,60000,34,0
15308,2,2,63778,3000,140000,42,1
15309,2,2,17839,0,50000,43,0
15345,2,2,92742,3500,100000,32,1
15351,2,2,48033,3400,50000,37,0
15352,2,2,2313,1000,160000,44,1
15357,2,2,431200,9000,440000,33,1
15368,2,2,390,390,60000,38,0
15384,2,2,23936,0,20000,45,0
15407,2,2,42335,2000,50000,53,0
15428,2,2,2500,0,360000,30,0
15436,2,2,16168,500,20000,23,1
15446,2,2,49065,0,50000,25,0
15448,2,2,18521,700,20000,26,0
15470,2,2,43957,5000,120000,40,0
15491,2,2,2717,4733,20000,31,1
15496,2,2,7092,1000,30000,30,0
15498,2,2,56266,0,150000,34,0
15502,2,2,2932,6493,280000,34,1
15506,2,2,49038,1000,50000,29,0
15513,2,2,21291,0,30000,37,0
15522,2,2,300,0,360000,35,1
15525,2,2,78323,1904,80000,36,0
15527,2,2,884,0,140000,47,1
15537,2,2,32427,2700,50000,39,0
15565,2,2,2106,1000,180000,33,1
15571,2,2,66327,0,130000,40,0
15579,2,2,122242,5000,120000,50,1
15581,2,2,32459,3000,250000,52,0
15584,2,2,18759,683,20000,52,0
15586,2,2,77611,3000,500000,50,0
15600,2,2,34214,0,90000,56,1
15603,2,2,632,0,60000,24,0
15615,2,2,74656,1800,100000,30,0
15629,2,2,1073,1073,90000,37,1
15652,2,2,89804,3265,90000,39,0
15656,2,2,45000,1000,130000,37,1
15672,2,2,59769,3000,80000,31,1
15673,2,2,13263,0,30000,31,0
15674,2,2,380,380,200000,32,1
15700,2,2,19773,1000,20000,31,0
15708,2,2,1746,1746,370000,39,1
15725,2,2,140617,5000,140000,38,1
15741,2,2,138383,6000,140000,27,0
15753,2,2,200,29847,30000,22,0
15758,2,2,152452,0,80000,22,0
15760,2,2,15443,15571,130000,22,0
15761,2,2,13949,0,20000,22,1
15764,2,2,96332,3700,100000,23,0
15766,2,2,16808,1502,30000,22,0
15767,2,2,6977,242,10000,22,0
15775,2,2,53652,0,140000,24,0
15778,2,2,9987,0,10000,25,0
15779,2,2,12756,1259,20000,24,0
15789,2,2,29856,2304,30000,26,0
15793,2,2,14045,1000,30000,23,1
15809,2,2,75461,2800,100000,28,0
15811,2,2,9289,1000,10000,27,1
15823,2,2,19952,671,20000,26,1
15825,2,2,7849,0,80000,27,0
15827,2,2,45744,0,50000,27,0
15843,2,2,201358,7500,230000,28,1
15851,2,2,50794,4100,50000,28,0
15853,2,2,28364,2000,70000,27,0
15854,2,2,64522,0,60000,27,0
15856,2,2,115328,9200,150000,25,0
15857,2,2,18191,0,30000,27,0
15863,2,2,84044,3000,100000,29,1
15864,2,2,55081,2200,80000,29,0
15868,2,2,130540,0,110000,30,0
15872,2,2,21778,1000,30000,28,0
15887,2,2,780,0,130000,29,1
15889,2,2,70752,5200,80000,35,0
15896,2,2,20234,900,20000,29,1
15899,2,2,96190,1500,110000,25,0
15903,2,2,94454,0,200000,30,0
15910,2,2,40165,3200,50000,28,0
15923,2,2,49043,1000,80000,29,0
15925,2,2,42407,0,60000,31,0
15930,2,2,22771,1000,60000,32,0
15936,2,2,29243,2800,30000,25,0
15938,2,2,20977,2970,50000,26,0
15948,2,7,2400,0,30000,30,0
15958,2,2,128669,4800,200000,29,0
15960,2,2,62672,0,50000,34,1
15965,2,2,56847,1545,50000,39,0
15967,2,2,83153,1737,80000,38,1
15970,2,2,19946,0,20000,49,0
15973,2,2,28908,2400,30000,48,1
15981,2,2,23548,299,30000,37,0
15984,2,2,8400,0,50000,31,0
15988,2,2,31589,1300,50000,31,0
15991,2,2,108258,0,120000,30,1
15992,2,2,37698,1300,100000,32,0
15998,2,2,37516,0,50000,24,1
16001,2,7,2400,0,20000,44,0
16003,2,2,79076,1108,80000,34,0
16008,2,2,70467,2000,70000,22,0
16017,2,3,139701,0,140000,47,0
16030,2,2,2036,0,80000,39,1
16032,2,2,18397,700,20000,32,0
16034,2,2,107702,0,150000,43,1
16040,2,2,5000,0,200000,31,0
16043,2,2,2749,26965,30000,46,1
16045,2,2,12008,0,80000,26,1
16053,2,2,31236,0,30000,48,0
16061,2,2,28198,0,50000,47,0
16068,2,2,78103,3000,80000,31,0
16076,2,2,115127,3700,160000,38,0
16093,2,2,28100,0,40000,37,0
16096,2,2,59798,3009,140000,36,0
16098,2,2,20730,0,30000,42,0
16099,2,2,26206,1000,70000,46,0
16104,2,2,2510,400,10000,37,0
16106,2,2,88051,0,220000,46,1
16119,2,2,56202,1003,80000,41,1
16122,2,2,18772,685,20000,30,0
16127,2,2,11301,564,30000,37,0
16135,2,2,836,780,60000,28,1
16137,2,2,171669,5500,220000,37,0
